id,entityids,type,filename,url,latest_change
163221,['RxNorm:2106337'],DRUG_RESOURCE,amifampridine phosphate-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/amifampridine%20phosphate-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.319156
163271,['RxNorm:641'],DRUG_RESOURCE,amikacin-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/amikacin-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:36.549946
162807,['ATC:J01G'],DRUG_RESOURCE,aminoglycoside antibacterials-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/aminoglycoside%20antibacterials-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.937400
2457739,['RxNorm:7833'],DRUG_RESOURCE,aminosalicylic acid-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/aminosalicylic%20acid-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.848436
163283,['RxNorm:46303'],DRUG_RESOURCE,amisulpride-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/amisulpride-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.972360
163119,['RxNorm:704'],DRUG_RESOURCE,amitriptyline-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/amitriptyline-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.722277
163241,['RxNorm:722'],DRUG_RESOURCE,amoxapine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/amoxapine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:33.776344
163277,['RxNorm:725'],DRUG_RESOURCE,amphetamine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/amphetamine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.990248
162769,['ATC:L01DB'],DRUG_RESOURCE,anthracyclines and related substances-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/anthracyclines%20and%20related%20substances-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.025235
162777,['ATC:N06A'],DRUG_RESOURCE,antidepressants-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/antidepressants-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.061290
162749,['ATC:N05A'],DRUG_RESOURCE,antipsychotics-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/antipsychotics-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.079150
162799,['RxNorm:89013'],DRUG_RESOURCE,aripiprazole-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/aripiprazole-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.114827
163231,['RxNorm:1673265'],DRUG_RESOURCE,aripiprazole lauroxil-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/aripiprazole%20lauroxil-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.096979
162833,['RxNorm:1191'],DRUG_RESOURCE,aspirin-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/aspirin-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.866155
162757,['MeSH:C515878'],DRUG_RESOURCE,ataluren-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/ataluren-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.133116
163065,['RxNorm:343047'],DRUG_RESOURCE,atazanavir-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/atazanavir-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:36.566869
163235,['RxNorm:1202'],DRUG_RESOURCE,atenolol-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/atenolol-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.795233
163117,['RxNorm:38400'],DRUG_RESOURCE,atomoxetine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/atomoxetine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.740638
162813,['RxNorm:83367'],DRUG_RESOURCE,atorvastatin-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/atorvastatin-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:36.583664
163287,['RxNorm:2045726'],DRUG_RESOURCE,avatrombopag-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/avatrombopag-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.830648
163075,['RxNorm:1256'],DRUG_RESOURCE,azathioprine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/azathioprine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:36.617315
162743,['RxNorm:1543543'],DRUG_RESOURCE,belinostat-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/belinostat-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.883750
162763,['ATC:M05BA'],DRUG_RESOURCE,Bisphosphonates-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/Bisphosphonates-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:32.155792
162787,['RxNorm:1658314'],DRUG_RESOURCE,brexpiprazole-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/brexpiprazole-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.954854
162755,['RxNorm:1739745'],DRUG_RESOURCE,brivaracetam-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/brivaracetam-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.007747
163295,['Drugbank:DB12752'],DRUG_RESOURCE,bucindolol-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/bucindolol-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.043568
162789,['RxNorm:19831'],DRUG_RESOURCE,budesonide-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/budesonide-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.151633
468344,['RxNorm:1819'],DRUG_RESOURCE,buprenorphine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/buprenorphine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.901428
162803,['RxNorm:42347'],DRUG_RESOURCE,bupropion-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/bupropion-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.169555
162765,['RxNorm:1886'],DRUG_RESOURCE,caffeine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/caffeine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.187528
163061,['RxNorm:194000'],DRUG_RESOURCE,capecitabine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/capecitabine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:34.758832
162797,['RxNorm:1998'],DRUG_RESOURCE,captopril-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/captopril-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.205285
163055,['RxNorm:2002'],DRUG_RESOURCE,carbamazepine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/carbamazepine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:36.650932
162737,['RxNorm:2020'],DRUG_RESOURCE,carbimazole-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/carbimazole-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.222716
162775,['RxNorm:40048'],DRUG_RESOURCE,carboplatin-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/carboplatin-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.240267
162793,['RxNorm:401713'],DRUG_RESOURCE,carglumic acid-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/carglumic%20acid-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.257519
162785,['RxNorm:2101'],DRUG_RESOURCE,carisoprodol-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/carisoprodol-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.274906
162823,['RxNorm:20352'],DRUG_RESOURCE,carvedilol-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/carvedilol-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.292691
163089,['RxNorm:140587'],DRUG_RESOURCE,celecoxib-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/celecoxib-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:31.382162
162829,['RxNorm:596723'],DRUG_RESOURCE,cerivastatin-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/cerivastatin-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.329110
162779,['RxNorm:318341'],DRUG_RESOURCE,cetuximab-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/cetuximab-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.347885
162759,['RxNorm:44281'],DRUG_RESOURCE,cevimeline-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/cevimeline-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.366285
162821,['RxNorm:2348'],DRUG_RESOURCE,chloramphenicol-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/chloramphenicol-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:31.721572
162791,['RxNorm:2393'],DRUG_RESOURCE,chloroquine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/chloroquine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:33.055691
162761,['RxNorm:2404'],DRUG_RESOURCE,chlorpropamide-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/chlorpropamide-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:31.760462
162825,['RxNorm:2551'],DRUG_RESOURCE,ciprofloxacin-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/ciprofloxacin-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:31.779747
162809,['RxNorm:2555'],DRUG_RESOURCE,cisplatin-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/cisplatin-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.403592
163113,['RxNorm:2556'],DRUG_RESOURCE,citalopram-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/citalopram-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:31.798719
162795,['RxNorm:21241'],DRUG_RESOURCE,clobazam-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/clobazam-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.422132
163093,['RxNorm:2597'],DRUG_RESOURCE,clomipramine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/clomipramine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:31.642012
163115,['RxNorm:32968'],DRUG_RESOURCE,clopidogrel-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/clopidogrel-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:31.439971
162815,['RxNorm:2626'],DRUG_RESOURCE,clozapine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/clozapine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:35.459142
163217,['RxNorm:2670'],DRUG_RESOURCE,codeine-Drug_Resource_Mappings.xlsx,https://files.cpicpgx.org/data/report/2024-01-12/drug_resource/codeine-Drug_Resource_Mappings.xlsx,2024-01-12 21:34:31.465878
